what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331839667026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331839693772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1331839694093
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1331839695791
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1331839697008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331839697844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331839720593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331839723357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331839731808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331839735027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331839793533
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1331839802455
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1331839805213
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1331839805395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331839806143
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1331839807878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331839813492
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1331839815109
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1331839831778
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331839836009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1331839839722
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1331839841230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331839848971
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331839851922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331839860596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331839875393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331839905077
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1331839912529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331839913035
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1331839917563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331839918784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331839927249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331839946998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331839947501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331839947584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331839947669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331839947761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331839947960
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331839948144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331839948304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331839948488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331839948672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331839948976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331839958281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331839973380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331839981568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331840000598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840008081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840010831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840016101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331840017931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840041854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840043701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840044446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840058473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331840082111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331840101037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840112151
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840121577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840133341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840185641
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1331840194246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331840222589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840238718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840240828
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331840242095
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331840242164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840243220
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1331840243342
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331840250065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840255838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840260347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840261014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840283071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331840287095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840302722
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840310944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840313918
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331840315111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840316323
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331840357820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840365290
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331840366495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840367712
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331840377020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840386704
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331840387903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840389116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840403757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840546696
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331840548927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840551813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840554020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840563685
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1331840579587
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineDown",1331840581166
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineDown",1331840581737
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineDown",1331840581957
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineDown",1331840582212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840607297
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1331840609496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840615246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840617097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840629500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331840638131
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1331840644007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840644448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840655714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840658417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840665561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840676337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840678715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840681927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840682957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840734834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840745619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840750458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840756606
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840762647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840764405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840767824
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331840771651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840773707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840914058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840925159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840925367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331840927851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331841152791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331841153674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842368399
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331842372600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842375440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842381852
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331842382144
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331842382252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331842386521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331842389093
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1331842392832
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1331842393012
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1331842393406
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331842395590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1331842396147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1331842397939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842398244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842399325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842399526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842404711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1331842405071
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331842407747
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331842407871
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331842407871
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331842408800
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331842408800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842418078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842451455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842453035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842890374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842894758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842896823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331842896871
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331842897974
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331842898101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331842918999
error,log,,,"JavaBuilder handling CoreException",1331842919222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842922470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842925554
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331842937061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842938526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842952801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331842969191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331843282741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331843290284
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1331843292271
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1331843311669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331843312014
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1331843313368
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1331843329307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331843329615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331843334597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331843585100
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331843590134
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331843590533
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331843590653
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331843599864
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331843600092
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331843600268
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331843601041
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1331843604154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331843610581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331843622754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331843625431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331843633464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331843667787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844089758
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331844091813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1331844092867
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331844095581
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331844095686
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1331844100526
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331844107172
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331844107538
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1331844109272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844111456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844212727
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1331844218039
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331844218286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844247675
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331844258437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844258528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1331844260833
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331844275070
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331844275151
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1331844277090
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1331844279134
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331844283920
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331844284218
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1331844286362
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331844287310
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1331844296984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844297447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844329177
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1331844331446
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331844331684
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1331844354305
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331844373809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331844382417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844388072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844392460
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1331844396769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844397319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844414775
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1331844421279
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331844421865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331844439502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844441947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844444348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331844452354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844454985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844457433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844463516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844480588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331844506381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331844516131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1331844526526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1331844528911
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1331844531418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331844542270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331844572721
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331844579340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331844610994
